source	target	similarity	repet	variance
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033449.1|long_non-coding_RNA|TCF7|Synom:T-cell_specific,_HMG-box	86.540	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_034113.1|long_non-coding_RNA|DNAJC27-AS1|Nosynon	86.910	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_103741.1|non-coding_RNA|LOC100132815|Nosynon	87.190	2	5.108
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_037620.1|non-coding_RNA|ORC6|Nosynon	86.310	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_120563.1|long_non-coding_RNA|LOC101928847|Nosynon	86.280	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_102759.1|long_non-coding_RNA|TRIM52-AS1|Synom:head_to_head	85.920	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_110051.1|long_non-coding_RNA|LOC101927770|Nosynon	87.190	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_104164.1|long_non-coding_RNA|LINC01443|Nosynon	85.310	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_040053.1|long_non-coding_RNA|RNF41|Nosynon	87.760	2	1.488
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033417.1|non-coding_RNA|GTF2H2B|Synom:pseudogene	85.410	2	1.392
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_134966.1|non-coding_RNA|CEP68|Nosynon	85.710	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038460.1|non-coding_RNA|LOC284865|Nosynon	89.270	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038879.1|non-coding_RNA|GCFC1-AS1|Nosynon	85.760	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038370.1|long_non-coding_RNA|NDRG3|Nosynon	86.940	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_102401.1|long_non-coding_RNA|DNAH17-AS1|Nosynon	86.210	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_120311.1|long_non-coding_RNA|LOC102724927|Nosynon	90.160	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_045385.1|long_non-coding_RNA|ASAP1-IT2|Nosynon	90.810	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_104348.1|non-coding_RNA|OPRM1|Nosynon	85.310	2	0.260
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_134857.1|non-coding_RNA|RARS2|Nosynon	86.350	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033708.1|non-coding_RNA|KIAA0495|Nosynon	86.720	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_110974.1|non-coding_RNA|ZNF154|Nosynon	87.993	3	2.468
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038859.1|long_non-coding_RNA|LINC00311|Nosynon	87.790	2	3.276
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033861.1|non-coding_RNA|LOC283875|Nosynon	87.890	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_133680.1|non-coding_RNA|CLPX|Nosynon	85.385	2	0.148
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_045639.1|long_non-coding_RNA|UQCRB|Nosynon	86.640	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038915.1|long_non-coding_RNA|PRR7-AS1|Nosynon	90.310	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038888.1|non-coding_RNA|LOC284950|Nosynon	88.285	2	3.222
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_135249.1|non-coding_RNA|USP54|Nosynon	85.660	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033884.1|non-coding_RNA|LOC401233|Nosynon	85.770	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_028375.2|long_non-coding_RNA|NCRUPAR|Nosynon	85.070	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_133012.1|non-coding_RNA|CASP6|Nosynon	86.000	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_046429.1|long_non-coding_RNA|C4orf26|Nosynon	86.590	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_073114.1|long_non-coding_RNA|EPGN|Nosynon	85.370	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_135639.1|long_non-coding_RNA|LOC101929511|Nosynon	91.600	2	7.076
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_104035.1|long_non-coding_RNA|CERS5|Nosynon	85.710	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_046216.1|long_non-coding_RNA|MGC27345|Nosynon	86.720	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033441.1|long_non-coding_RNA|HDAC2|Nosynon	86.140	2	0.250
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_132345.1|long_non-coding_RNA|LOC100652758|Nosynon	89.450	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_109904.1|long_non-coding_RNA|LOC101928600|Nosynon	86.500	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_040016.1|long_non-coding_RNA|TMEM50B|Nosynon	86.270	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_045620.1|non-coding_RNA|NDUFAF1|Synom:ubiquinone	89.000	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_136709.1|non-coding_RNA|ZNF33A|Nosynon	85.400	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_125732.1|non-coding_RNA|USP6NL|Nosynon	85.990	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_037168.1|non-coding_RNA|LOC100287846|Nosynon	85.890	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038343.2|long_non-coding_RNA|MAGI2-AS3|Nosynon	88.595	2	6.786
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_136255.1|long_non-coding_RNA|LOC101930085|Nosynon	85.550	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_110104.1|long_non-coding_RNA|AC068831.10|Nosynon	89.740	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033805.1|long_non-coding_RNA|WAC-AS1|Synom:head_to_head	85.610	2	2.592
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033893.1|non-coding_RNA|LOC286186|Nosynon	84.090	2	3.386
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_103777.1|long_non-coding_RNA|LOC100996251|Nosynon	85.935	2	0.003
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_034089.1|long_non-coding_RNA|CCDC18-AS1|Nosynon	86.610	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_103518.2|non-coding_RNA|LILRB1|Nosynon	86.480	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_073396.1|non-coding_RNA|ZNF818P|Nosynon	85.230	3	0.202
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_045815.1|long_non-coding_RNA|ATF7IP2|Nosynon	88.240	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_120424.1|long_non-coding_RNA|LOC101929259|Nosynon	86.200	2	0.410
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_037644.1|long_non-coding_RNA|BORCS7-ASMT|Synom:NMD_candidate	84.880	2	0.068
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_135607.1|non-coding_RNA|TSEN2|Nosynon	89.470	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_102429.1|long_non-coding_RNA|OSGEPL1-AS1|Nosynon	85.410	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_073398.1|long_non-coding_RNA|SEMA4F|Nosynon	85.940	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_110907.1|long_non-coding_RNA|LOC101927131|Nosynon	85.940	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_135485.1|non-coding_RNA|DPP8|Nosynon	84.870	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_024457.2|long_non-coding_RNA|LOC100190940|Nosynon	85.980	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_110905.1|non-coding_RNA|AP1S3|Nosynon	87.450	4	11.997
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038885.1|non-coding_RNA|LOC100506385|Nosynon	84.810	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_133915.1|non-coding_RNA|MED29|Nosynon	85.660	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_027064.2|long_non-coding_RNA|TINCR|Nosynon	84.430	1	0.000
NR_046262.1|long_non-coding_RNA|NIPBL-AS1|Synom:head_to_head	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.500	1	0.000
NR_034085.1|non-coding_RNA|LOC648987|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.440	1	0.000
NR_073113.1|long_non-coding_RNA|NNT-AS1|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	86.500	1	0.000
NR_073113.1|long_non-coding_RNA|NNT-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.040	2	1.392
NR_073103.1|non-coding_RNA|ITGA2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.660	1	0.000
NR_073103.1|non-coding_RNA|ITGA2|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.330	1	0.000
NR_131336.1|non-coding_RNA|GPX8|Synom:putative	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.730	1	0.000
NR_109904.1|long_non-coding_RNA|LOC101928600|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.500	1	0.000
NR_033417.1|non-coding_RNA|GTF2H2B|Synom:pseudogene	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.410	2	1.392
NR_134268.1|long_non-coding_RNA|LOC102724392|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.750	1	0.000
NR_038352.1|non-coding_RNA|DCP2|Synom:S._cerevisiae	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.390	1	0.000
NR_038352.1|non-coding_RNA|DCP2|Synom:S._cerevisiae	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.240	2	15.288
NR_134281.1|long_non-coding_RNA|LOC101927357|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.460	1	0.000
NR_134281.1|long_non-coding_RNA|LOC101927357|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.060	1	0.000
NR_121658.1|non-coding_RNA|LYRM7|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.165	4	2.690
NR_033449.1|long_non-coding_RNA|TCF7|Synom:T-cell_specific,_HMG-box	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.540	1	0.000
NR_033449.1|long_non-coding_RNA|TCF7|Synom:T-cell_specific,_HMG-box	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.340	1	0.000
NR_002713.3|non-coding_RNA|NPY6R|Synom:pseudogene	NR_133638.1|long_non-coding_RNA|MIR194-2HG|Nosynon	87.260	1	0.000
NR_003141.3|long_non-coding_RNA|SNHG4|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.170	1	0.000
NR_132345.1|long_non-coding_RNA|LOC100652758|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.450	1	0.000
NR_109890.1|long_non-coding_RNA|LOC101927740|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.455	2	3.115
NR_109890.1|long_non-coding_RNA|LOC101927740|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.200	2	0.221
NR_038915.1|long_non-coding_RNA|PRR7-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.310	1	0.000
NR_038915.1|long_non-coding_RNA|PRR7-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.050	1	0.000
NR_038353.1|non-coding_RNA|FAM153C|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.500	1	0.000
NR_038353.1|non-coding_RNA|FAM153C|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.670	1	0.000
NR_102759.1|long_non-coding_RNA|TRIM52-AS1|Synom:head_to_head	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.710	1	0.000
NR_073111.1|non-coding_RNA|SERPINB1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.550	1	0.000
NR_033884.1|non-coding_RNA|LOC401233|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.770	1	0.000
NR_120448.1|non-coding_RNA|SSR1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.207	3	10.675
NR_038979.1|non-coding_RNA|LOC100506207|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.740	1	0.000
NR_073465.1|long_non-coding_RNA|MBOAT1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.590	1	0.000
NR_134611.1|long_non-coding_RNA|LOC105374988|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.870	2	0.006
NR_038292.1|non-coding_RNA|LOC100507173|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	87.250	1	0.000
NR_038292.1|non-coding_RNA|LOC100507173|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.390	1	0.000
NR_072996.1|long_non-coding_RNA|MAPK13|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.620	1	0.000
NR_072996.1|long_non-coding_RNA|MAPK13|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	87.800	1	0.000
NR_104480.1|long_non-coding_RNA|KCTD20|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.620	1	0.000
NR_046399.1|non-coding_RNA|RNF8|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.540	1	0.000
NR_134562.1|non-coding_RNA|RPL7L1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.950	2	0.022
NR_125838.1|long_non-coding_RNA|LOC101926915|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.640	1	0.000
NR_125838.1|long_non-coding_RNA|LOC101926915|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.560	1	0.000
NR_125838.1|long_non-coding_RNA|LOC101926915|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	88.640	1	0.000
NR_110889.1|long_non-coding_RNA|LOC101928489|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.940	1	0.000
NR_134857.1|non-coding_RNA|RARS2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.350	1	0.000
NR_117089.1|non-coding_RNA|CD24|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	92.630	1	0.000
NR_117089.1|non-coding_RNA|CD24|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	90.110	1	0.000
NR_033441.1|long_non-coding_RNA|HDAC2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.140	2	0.250
NR_125852.1|long_non-coding_RNA|LOC101928231|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.870	1	0.000
NR_132442.1|long_non-coding_RNA|LUADT1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.760	1	0.000
NR_134655.1|non-coding_RNA|IYD|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.390	1	0.000
NR_037166.1|non-coding_RNA|LOC100129518|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.850	1	0.000
NR_110065.1|long_non-coding_RNA|AC091729.9|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	81.690	1	0.000
NR_072989.1|non-coding_RNA|MMD2|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.780	1	0.000
NR_136154.1|non-coding_RNA|PMS2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.490	2	8.294
NR_136154.1|non-coding_RNA|PMS2|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.470	2	1.300
NR_046478.1|non-coding_RNA|FKBP14|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	89.710	1	0.000
NR_046478.1|non-coding_RNA|FKBP14|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.797	3	1.609
NR_136255.1|long_non-coding_RNA|LOC101930085|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.550	1	0.000
NR_047701.1|non-coding_RNA|C7orf44|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.450	1	0.000
NR_047701.1|non-coding_RNA|C7orf44|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.210	1	0.000
NR_037917.1|non-coding_RNA|HUS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.800	1	0.000
NR_038343.2|long_non-coding_RNA|MAGI2-AS3|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.410	2	5.856
NR_052016.1|non-coding_RNA|GATAD1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.530	2	1.232
NR_052016.1|non-coding_RNA|GATAD1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.280	1	0.000
NR_133908.1|non-coding_RNA|BET1|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	85.890	1	0.000
NR_131960.1|long_non-coding_RNA|LVCAT5|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.590	1	0.000
NR_131960.1|long_non-coding_RNA|LVCAT5|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.020	1	0.000
NR_104168.2|non-coding_RNA|NDUFA5|Synom:ubiquinone	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	90.600	1	0.000
NR_104168.2|non-coding_RNA|NDUFA5|Synom:ubiquinone	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.920	1	0.000
NR_046216.1|long_non-coding_RNA|MGC27345|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.720	1	0.000
NR_046216.1|long_non-coding_RNA|MGC27345|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	89.270	1	0.000
NR_120513.1|long_non-coding_RNA|LOC101928861|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.910	1	0.000
NR_073058.1|long_non-coding_RNA|C7orf55|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.170	1	0.000
NR_033897.1|long_non-coding_RNA|EPHA1-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.120	1	0.000
NR_036573.1|non-coding_RNA|LOC155060|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.800	1	0.000
NR_103552.1|long_non-coding_RNA|C8orf49|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.790	2	0.123
NR_103552.1|long_non-coding_RNA|C8orf49|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	87.830	1	0.000
NR_033928.1|non-coding_RNA|LOC389641|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	89.470	1	0.000
NR_033928.1|non-coding_RNA|LOC389641|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.270	1	0.000
NR_038323.1|non-coding_RNA|LOC100507156|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.710	1	0.000
NR_125819.1|long_non-coding_RNA|LOC101929550|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	89.000	1	0.000
NR_037168.1|non-coding_RNA|LOC100287846|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.890	1	0.000
NR_037168.1|non-coding_RNA|LOC100287846|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	90.970	1	0.000
NR_033893.1|non-coding_RNA|LOC286186|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.090	2	3.386
NR_038406.1|long_non-coding_RNA|STAU2-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.210	1	0.000
NR_038406.1|long_non-coding_RNA|STAU2-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.800	1	0.000
NR_033830.1|long_non-coding_RNA|MIR2052HG|Nosynon	NR_033830.1|long_non-coding_RNA|MIR2052HG|Nosynon	100.000	1	0.000
NR_034034.1|non-coding_RNA|LOC100288748|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.240	1	0.000
NR_045639.1|long_non-coding_RNA|UQCRB|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.640	1	0.000
NR_045639.1|long_non-coding_RNA|UQCRB|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.820	1	0.000
NR_135745.1|non-coding_RNA|NIPAL2|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	87.080	1	0.000
NR_135745.1|non-coding_RNA|NIPAL2|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.440	1	0.000
NR_038446.1|non-coding_RNA|LOC100130231|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	91.670	1	0.000
NR_003367.3|long_non-coding_RNA|PVT1|Synom:non-protein_coding	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.380	1	0.000
NR_003367.3|long_non-coding_RNA|PVT1|Synom:non-protein_coding	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	86.670	1	0.000
NR_045385.1|long_non-coding_RNA|ASAP1-IT2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.810	1	0.000
NR_045385.1|long_non-coding_RNA|ASAP1-IT2|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.030	1	0.000
NR_045385.1|long_non-coding_RNA|ASAP1-IT2|Nosynon	NR_046099.1|long_non-coding_RNA|MIR646HG|Nosynon	84.170	1	0.000
NR_134284.1|non-coding_RNA|ZNF517|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.000	1	0.000
NR_134284.1|non-coding_RNA|ZNF517|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	85.590	1	0.000
NR_033863.1|non-coding_RNA|FLJ41200|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	91.800	1	0.000
NR_033863.1|non-coding_RNA|FLJ41200|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.810	1	0.000
NR_046163.1|long_non-coding_RNA|MIRLET7DHG|Nosynon	NR_046163.1|long_non-coding_RNA|MIRLET7DHG|Nosynon	100.000	1	0.000
NR_033937.1|non-coding_RNA|LOC100132077|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.600	1	0.000
NR_033937.1|non-coding_RNA|LOC100132077|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.380	1	0.000
NR_121578.1|long_non-coding_RNA|LINC01492|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.350	1	0.000
NR_134677.1|non-coding_RNA|WDR31|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.050	2	8.066
NR_073037.1|long_non-coding_RNA|STOM|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	83.830	1	0.000
NR_073037.1|long_non-coding_RNA|STOM|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.830	1	0.000
NR_038975.1|long_non-coding_RNA|MIR181A2HG|Nosynon	NR_038975.1|long_non-coding_RNA|MIR181A2HG|Nosynon	100.000	1	0.000
NR_033374.1|long_non-coding_RNA|SLC25A25-AS1|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	88.120	1	0.000
NR_120685.1|long_non-coding_RNA|LINC01503|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	94.510	1	0.000
NR_135124.1|long_non-coding_RNA|LOC401554|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.780	1	0.000
NR_135124.1|long_non-coding_RNA|LOC401554|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.220	1	0.000
NR_134525.1|non-coding_RNA|TTF1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.340	1	0.000
NR_133925.1|non-coding_RNA|GTF3C4|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	83.630	1	0.000
NR_133925.1|non-coding_RNA|GTF3C4|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.630	1	0.000
NR_103997.1|long_non-coding_RNA|C9orf96|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	94.320	1	0.000
NR_038969.1|long_non-coding_RNA|PPP1R26-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	93.330	1	0.000
NR_121577.1|long_non-coding_RNA|MIR4674HG|Synom:non-protein_coding	NR_121577.1|long_non-coding_RNA|MIR4674HG|Synom:non-protein_coding	100.000	1	0.000
