"","X.tax_id","chromosome","chr_start","chr_stop","chr_orient","contig","ctg_start","ctg_stop","ctg_orient","feature_name","feature_id","feature_type","group_label","transcript","evidence_code"
"878676",9606,"14",50007313,50105043,"-","NC_000014.9",50007313,50105043,"-","LINC01599","GeneID:196913","GENE","GRCh38.p7-Primary Assembly","-",""
"1051196",9606,"15",99790156,99806927,"-","NC_000015.10",99790156,99806927,"-","DNM1P46","GeneID:196968","GENE","GRCh38.p7-Primary Assembly","-",""
"1001346",9606,"15",62637172,62645181,"-","NC_000015.10",62637172,62645181,"-","MGC15885","GeneID:197003","GENE","GRCh38.p7-Primary Assembly","-",""
"1009344",9606,"15",66547468,66566025,"-","NC_000015.10",66547468,66566025,"-","LCTL","GeneID:197021","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1174312",9606,"16",88663373,88687186,"+","NC_000016.10",88663373,88687186,"+","SNAI3-AS1","GeneID:197187","GENE","GRCh38.p7-Primary Assembly","-",""
"1170677",9606,"16",85282958,85288082,"+","NC_000016.10",85282958,85288082,"+","LINC00311","GeneID:197196","GENE","GRCh38.p7-Primary Assembly","-",""
"1175541",9606,"16",89202112,89234453,"+","NC_000016.10",89202112,89234453,"+","ZNF778","GeneID:197320","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1175134",9606,"16",89093809,89160556,"+","NC_000016.10",89093809,89160556,"+","ACSF3","GeneID:197322","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1074906",9606,"16",3144291,3149946,"+","NC_000016.10",3144291,3149946,"+","CASP16P","GeneID:197350","GENE","GRCh38.p7-Primary Assembly","-",""
"1076286",9606,"16",3538272,3578373,"-","NC_000016.10",3538272,3578373,"-","NLRC3","GeneID:197358","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2467174",9606,"6",2832332,2842049,"-","NC_000006.12",2832332,2842049,"-","SERPINB1","GeneID:1992","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"102067",9606,"1",50048014,50203786,"+","NC_000001.11",50048014,50203786,"+","ELAVL4","GeneID:1996","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1482425",9606,"19",37147438,37172741,"-","NC_000019.10",37147438,37172741,"-","ZNF585A","GeneID:199704","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1477595",9606,"19",35742527,35745442,"-","NC_000019.10",35742527,35745442,"-","U2AF1L4","GeneID:199746","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"145030",9606,"1",94981565,95072974,"-","NC_000001.11",94981565,95072974,"-","ALG14","GeneID:199857","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"118052",9606,"1",63159083,63317257,"-","NC_000001.11",63159083,63317257,"-","LINC00466","GeneID:199899","GENE","GRCh38.p7-Primary Assembly","-",""
"8999",9606,"1",2184460,2212720,"-","NC_000001.11",2184460,2212720,"-","FAAP20","GeneID:199990","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"175414",9606,"1",148102046,148152190,"-","NC_000001.11",148102046,148152190,"-","NBPF11","GeneID:200030","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"235749",9606,"1",180198009,180200725,"+","NC_000001.11",180198009,180200725,"+","FLJ23867","GeneID:200058","GENE","GRCh38.p7-Primary Assembly","-",""
"26554",9606,"1",15111815,15152464,"-","NC_000001.11",15111815,15152464,"-","TMEM51-AS1","GeneID:200197","GENE","GRCh38.p7-Primary Assembly","-",""
"1845630",9606,"20",23125068,23132636,"-","NC_000020.11",23125068,23132636,"-","LINC00656","GeneID:200261","GENE","GRCh38.p7-Primary Assembly","-",""
"1935700",9606,"22",17777290,17779481,"+","NC_000022.11",17777290,17779481,"+","LINC00528","GeneID:200298","GENE","GRCh38.p7-Primary Assembly","-",""
"943157",9606,"14",105669577,105672807,"-","NC_000014.9",105669577,105672807,"-","ELK2AP","GeneID:2003","GENE","GRCh38.p7-Primary Assembly","-",""
"1686707",9606,"2",119544392,119688610,"+","NC_000002.12",119544392,119688610,"+","CFAP221","GeneID:200373","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;mismatch;N"
"1636745",9606,"2",73644919,73685572,"+","NC_000002.12",73644919,73685572,"+","ALMS1P1","GeneID:200420","GENE","GRCh38.p7-Primary Assembly","-",""
"1817827",9606,"2",240954617,240967451,"-","NC_000002.12",240954617,240967451,"-","LOC200772","GeneID:200772","GENE","GRCh38.p7-Primary Assembly","-",""
"2107953",9606,"3",93980139,94055678,"+","NC_000003.12",93980139,94055678,"+","ARL13B","GeneID:200894","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2177470",9606,"3",170864875,170870256,"-","NC_000003.12",170864875,170870256,"-","RPL22L1","GeneID:200916","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1306609",9606,"17",65635540,66192131,"-","NC_000017.11",65635540,66192131,"-","CEP112","GeneID:201134","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1306250",9606,"17",64966550,64975585,"-","NC_000017.11",64966550,64975585,"-","AMZ2P1","GeneID:201283","GENE","GRCh38.p7-Primary Assembly","-",""
"1244700",9606,"17",35918080,35931821,"-","NC_000017.11",35918080,35931821,"-","RDM1","GeneID:201299","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1354994",9606,"18",3878180,3897069,"+","NC_000018.10",3878180,3897069,"+","DLGAP1-AS3","GeneID:201477","GENE","GRCh38.p7-Primary Assembly","-",""
"1546605",9606,"19",58408171,58418327,"+","NC_000019.10",58408171,58418327,"+","ZNF584","GeneID:201514","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2102697",9606,"3",72151257,72174339,"+","NC_000003.12",72151257,72174339,"+","LINC00870","GeneID:201617","GENE","GRCh38.p7-Primary Assembly","-",""
"2166410",9606,"3",151770456,151784894,"+","NC_000003.12",151770456,151784894,"+","AADACP1","GeneID:201651","GENE","GRCh38.p7-Primary Assembly","-",""
"2314378",9606,"4",158666675,158672255,"-","NC_000004.12",158666675,158672255,"-","C4orf46","GeneID:201725","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2222756",9606,"4",14470465,14888169,"-","NC_000004.12",14470465,14888169,"-","LINC00504","GeneID:201853","GENE","GRCh38.p7-Primary Assembly","-",""
"2225125",9606,"4",16226663,16258187,"+","NC_000004.12",16226663,16258187,"+","TAPT1-AS1","GeneID:202020","GENE","GRCh38.p7-Primary Assembly","-",""
"2457671",9606,"5",177618500,177672277,"-","NC_000005.10",177618500,177672277,"-","LOC202181","GeneID:202181","GENE","GRCh38.p7-Primary Assembly","-",""
"2392168",9606,"5",95852232,95860133,"+","NC_000005.10",95852232,95860133,"+","LINC01554","GeneID:202299","GENE","GRCh38.p7-Primary Assembly","-",""
"2611066",9606,"6",158841117,158857632,"-","NC_000006.12",158841117,158857632,"-","OSTCP1","GeneID:202459","GENE","GRCh38.p7-Primary Assembly","-",""
"2790414",9606,"7",155003433,155005703,"+","NC_000007.14",155003433,155005703,"+","PAXIP1-AS1","GeneID:202781","GENE","GRCh38.p7-Primary Assembly","-",""
"2492061",9606,"6",30720201,30725426,"+","NC_000006.12",30720201,30725426,"+","TUBB","GeneID:203068","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2815649",9606,"8",23288092,23296279,"+","NC_000008.11",23288092,23296279,"+","R3HCC1","GeneID:203069","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3070756",9606,"X",47482716,47485227,"+","NC_000023.11",47482716,47485227,"+","LINC01560","GeneID:203414","GENE","GRCh38.p7-Primary Assembly","-",""
"3093249",9606,"X",72941728,72943750,"-","NC_000023.11",72941728,72943750,"-","FAM226A","GeneID:203429","GENE","GRCh38.p7-Primary Assembly","-",""
"67325",9606,"1",33007940,33036911,"-","NC_000001.11",33007940,33036911,"-","AK2","GeneID:204","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2999171",9606,"9",121338988,121370304,"-","NC_000009.12",121338988,121370304,"-","STOM","GeneID:2040","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"712607",9606,"12",65758020,65826974,"-","NC_000012.12",65758020,65826974,"-","RPSAP52","GeneID:204010","GENE","GRCh38.p7-Primary Assembly","-",""
"2776178",9606,"7",142854640,142871093,"+","NC_000007.14",142854640,142871093,"+","EPHB6","GeneID:2051","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1677549",9606,"2",110211529,110222940,"-","NC_000002.12",110211529,110222940,"-","LINC00116","GeneID:205251","GENE","GRCh38.p7-Primary Assembly","-",""
"1442021",9606,"19",11377205,11384342,"-","NC_000019.10",11377205,11384342,"-","EPOR","GeneID:2057","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2126390",9606,"3",113648385,113696657,"-","NC_000003.12",113648385,113696657,"-","USF3","GeneID:205717","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1254653",9606,"17",39688084,39728662,"+","NC_000017.11",39688084,39728662,"+","ERBB2","GeneID:2064","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2471348",9606,"6",7986102,7990344,"+","NC_000006.12",7986102,7990344,"+","PIP5K1P1","GeneID:206426","GENE","GRCh38.p7-Primary Assembly","-",""
"318842",9606,"10",10784439,10794914,"-","NC_000010.11",10784439,10794914,"-","SFTA1P","GeneID:207107","GENE","GRCh38.p7-Primary Assembly","-",""
"2775563",9606,"7",142268284,142272249,"-","NC_000007.14",142268284,142272249,"-","TRY2P","GeneID:207147","GENE","GRCh38.p7-Primary Assembly","-",""
"1915305",9606,"21",38367261,38662045,"-","NC_000021.9",38367261,38662045,"-","ERG","GeneID:2078","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"894309",9606,"14",64226712,64338631,"-","NC_000014.9",64226712,64338631,"-","ESR2","GeneID:2100","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2666790",9606,"7",13891229,13991425,"-","NC_000007.14",13891229,13991425,"-","ETV1","GeneID:2115","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"148731",9606,"1",100872372,100895411,"-","NC_000001.11",100872372,100895411,"-","EXTL2","GeneID:2135","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2820828",9606,"8",28701473,28753690,"+","NC_000008.11",28701473,28753690,"+","EXTL3","GeneID:2137","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"57062",9606,"1",27970344,28088671,"-","NC_000001.11",27970344,28088671,"-","EYA3","GeneID:2140","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"845859",9606,"13",113105773,113120681,"+","NC_000013.11",113105773,113120681,"+","F7","GeneID:2155","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3050649",9606,"X",14690863,14873255,"-","NC_000023.11",14690863,14873255,"-","FANCB","GeneID:2187","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"392690",9606,"10",80046233,80079193,"-","NC_000010.11",80046233,80079193,"-","TMEM254-AS1","GeneID:219347","GENE","GRCh38.p7-Primary Assembly","-",""
"518620",9606,"11",55978703,55986405,"-","NC_000011.10",55978703,55986405,"-","OR7E5P","GeneID:219445","GENE","GRCh38.p7-Primary Assembly","-",""
"519092",9606,"11",57037534,57038460,"+","NC_000011.10",57037534,57038460,"+","OR5AK4P","GeneID:219525","GENE","GRCh38.p7-Primary Assembly","-",""
"367149",9606,"10",61406642,61453450,"-","NC_000010.11",61406642,61453450,"-","TMEM26","GeneID:219623","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"331676",9606,"10",24981979,25062279,"-","NC_000010.11",24981979,25062279,"-","ENKUR","GeneID:219670","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"319956",9606,"10",11849608,11894710,"-","NC_000010.11",11849608,11894710,"-","PROSER2-AS1","GeneID:219731","GENE","GRCh38.p7-Primary Assembly","-",""
"374797",9606,"10",70137981,70146740,"-","NC_000010.11",70137981,70146740,"-","TYSND1","GeneID:219743","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"376080",9606,"10",70771237,70785419,"-","NC_000010.11",70771237,70785419,"-","TBATA","GeneID:219793","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"615595",9606,"11",128899565,128909520,"-","NC_000011.10",128899565,128909520,"-","C11orf45","GeneID:219833","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"611904",9606,"11",125094370,125111763,"-","NC_000011.10",125094370,125111763,"-","TMEM218","GeneID:219854","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"524503",9606,"11",60756867,60776733,"+","NC_000011.10",60756867,60776733,"+","MS4A15","GeneID:219995","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"556616",9606,"11",70862790,70865115,"+","NC_000011.10",70862790,70865115,"+","SHANK2-AS3","GeneID:220070","GENE","GRCh38.p7-Primary Assembly","-",""
"558413",9606,"11",72079982,72110782,"+","NC_000011.10",72079982,72110782,"+","LRTOMT","GeneID:220074","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"817634",9606,"13",52488993,52587090,"+","NC_000013.11",52488993,52587090,"+","TPTE2P3","GeneID:220115","GENE","GRCh38.p7-Primary Assembly","-",""
"814986",9606,"13",49890409,49893380,"+","NC_000013.11",49890409,49893380,"+","CTAGE10P","GeneID:220429","GENE","GRCh38.p7-Primary Assembly","-",""
"1224792",9606,"17",18511262,18521252,"-","NC_000017.11",18511262,18521252,"-","USP32P2","GeneID:220594","GENE","GRCh38.p7-Primary Assembly","-",""
"2201621",9606,"3",197614027,197627881,"-","NC_000003.12",197614027,197627881,"-","LOC220729","GeneID:220729","GENE","GRCh38.p7-Primary Assembly","-",""
"2789341",9606,"7",152436895,152443016,"+","NC_000007.14",152436895,152443016,"+","FABP5P3","GeneID:220832","GENE","GRCh38.p7-Primary Assembly","-",""
"2945227",9606,"9",65666374,65734041,"+","NC_000009.12",65666374,65734041,"+","CBWD5","GeneID:220869","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"336128",9606,"10",28519917,28532354,"-","NC_000010.11",28519917,28532354,"-","WAC-AS1","GeneID:220906","GENE","GRCh38.p7-Primary Assembly","-",""
"338422",9606,"10",30844634,31032406,"-","NC_000010.11",30844634,31032406,"-","ZNF438","GeneID:220929","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"338973",9606,"10",31316528,31319095,"-","NC_000010.11",31316528,31319095,"-","ZEB1-AS1","GeneID:220930","GENE","GRCh38.p7-Primary Assembly","-",""
"350847",9606,"10",44993932,45000910,"-","NC_000010.11",44993932,45000910,"-","C10orf25","GeneID:220979","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"350547",9606,"10",44811024,44959689,"-","NC_000010.11",44811024,44959689,"-","TMEM72-AS1","GeneID:220980","GENE","GRCh38.p7-Primary Assembly","-",""
"168902",9606,"1",121087345,121097161,"+","NC_000001.11",121087345,121097161,"+","FCGR1B","GeneID:2210","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"368174",9606,"10",63167221,63522075,"-","NC_000010.11",63167221,63522075,"-","JMJD1C","GeneID:221037","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"505192",9606,"11",44973902,44978028,"+","NC_000011.10",44973902,44978028,"+","LOC221122","GeneID:221122","GENE","GRCh38.p7-Primary Assembly","-",""
"789473",9606,"13",20728931,20773958,"-","NC_000013.11",20728931,20773958,"-","EEF1AKMT1","GeneID:221143","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"791724",9606,"13",23979626,24307074,"+","NC_000013.11",23979626,24307074,"+","SPATA13","GeneID:221178","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1398725",9606,"18",64080009,64149026,"-","NC_000018.10",64080009,64149026,"-","LINC00305","GeneID:221241","GENE","GRCh38.p7-Primary Assembly","-",""
"2567527",9606,"6",109294303,109308220,"+","NC_000006.12",109294303,109308220,"+","CCDC162P","GeneID:221262","GENE","GRCh38.p7-Primary Assembly","-",""
"2576428",9606,"6",121079494,121335382,"-","NC_000006.12",121079494,121335382,"-","TBC1D32","GeneID:221322","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2527728",9606,"6",47782037,47831088,"+","NC_000006.12",47782037,47831088,"+","OPN5","GeneID:221391","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2514829",9606,"6",41249377,41249589,"+","NC_000006.12",41249377,41249589,"+","TREML5P","GeneID:221438","GENE","GRCh38.p7-Primary Assembly","-",""
"2514542",9606,"6",41101034,41140835,"+","NC_000006.12",41101034,41140835,"+","ADCY10P1","GeneID:221442","GENE","GRCh38.p7-Primary Assembly","-",""
"2510875",9606,"6",37212178,37259034,"-","NC_000006.12",37212178,37259034,"-","TMEM217","GeneID:221468","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2486313",9606,"6",28090807,28095715,"+","NC_000006.12",28090807,28095715,"+","ZSCAN12P1","GeneID:221584","GENE","GRCh38.p7-Primary Assembly","-",""
"2472210",9606,"6",10427785,10434822,"-","NC_000006.12",10427785,10434822,"-","LINC00518","GeneID:221718","GENE","GRCh38.p7-Primary Assembly","-",""
"2467265",9606,"6",2854657,2876510,"-","NC_000006.12",2854657,2876510,"-","SERPINB9P1","GeneID:221756","GENE","GRCh38.p7-Primary Assembly","-",""
"2660037",9606,"7",4892245,4959213,"-","NC_000007.14",4892245,4959213,"-","MMD2","GeneID:221938","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2661165",9606,"7",5513854,5525545,"+","NC_000007.14",5513854,5525545,"+","LOC221946","GeneID:221946","GENE","GRCh38.p7-Primary Assembly","-",""
"2699519",9606,"7",54542064,54571080,"+","NC_000007.14",54542064,54571080,"+","VSTM2A","GeneID:222008","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2701250",9606,"7",56496223,56497284,"+","NC_000007.14",56496223,56497284,"+","DKFZp434L192","GeneID:222029","GENE","GRCh38.p7-Primary Assembly","-",""
"2679059",9606,"7",30370050,30372809,"+","NC_000007.14",30370050,30372809,"+","DKFZP586I1420","GeneID:222161","GENE","GRCh38.p7-Primary Assembly","-",""
"2742554",9606,"7",102748944,102913394,"+","NC_000007.14",102748944,102913394,"+","FAM185A","GeneID:222234","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;mismatch;N"
"2742532",9606,"7",102699226,103074841,"-","NC_000007.14",102699226,103074841,"-","FBXL13","GeneID:222235","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2509191",9606,"6",36442767,36491143,"+","NC_000006.12",36442767,36491143,"+","KCTD20","GeneID:222658","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2486591",9606,"6",28215338,28218929,"-","NC_000006.12",28215338,28218929,"-","TOB2P1","GeneID:222699","GENE","GRCh38.p7-Primary Assembly","-",""
"2671885",9606,"7",20827298,20827820,"+","NC_000007.14",20827298,20827820,"+","RPL23P8","GeneID:222901","GENE","GRCh38.p7-Primary Assembly","-",""
"2680450",9606,"7",31514071,31658720,"+","NC_000007.14",31514071,31658720,"+","CCDC129","GeneID:223075","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1318613",9606,"17",74862497,74873031,"-","NC_000017.11",74862497,74873031,"-","FDXR","GeneID:2232","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1203386",9606,"17",7438273,7444932,"+","NC_000017.11",7438273,7444932,"+","FGF11","GeneID:2256","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"443060",9606,"10",121478330,121598656,"-","NC_000010.11",121478330,121598656,"-","FGFR2","GeneID:2263","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2094563",9606,"3",59747278,61251474,"-","NC_000003.12",59747278,61251474,"-","FHIT","GeneID:2272","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3125257",9606,"X",136146702,136211359,"+","NC_000023.11",136146702,136211359,"+","FHL1","GeneID:2273","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"136361",9606,"1",86547076,86580758,"+","NC_000001.11",86547076,86580758,"+","CLCA4","GeneID:22802","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1582588",9606,"2",24033205,24067743,"+","NC_000002.12",24033205,24067743,"+","FKBP1B","GeneID:2281","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"693982",9606,"12",54325090,54351851,"+","NC_000012.12",54325090,54351851,"+","COPZ1","GeneID:22818","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1544861",9606,"19",57825280,57827462,"-","NC_000019.10",57825280,57827462,"-","FKBP1AP1","GeneID:2282","GENE","GRCh38.p7-Primary Assembly","-",""
"3146450",9606,"Y",14522578,14844945,"+","NC_000024.10",14522578,14844945,"+","NLGN4Y","GeneID:22829","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1283986",9606,"17",49289206,49362473,"-","NC_000017.11",49289206,49362473,"-","ZNF652","GeneID:22834","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1295294",9606,"17",58755869,58985617,"+","NC_000017.11",58755869,58985617,"+","PPM1E","GeneID:22843","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"813597",9606,"13",48975241,49209779,"+","NC_000013.11",48975241,49209779,"+","FNDC3A","GeneID:22862","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"966027",9606,"15",40439721,40468242,"+","NC_000015.10",40439721,40468242,"+","BAHD1","GeneID:22893","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1513241",9606,"19",48203148,48256269,"-","NC_000019.10",48203148,48256269,"-","CARD8","GeneID:22900","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2058361",9606,"3",47802909,47850196,"+","NC_000003.12",47802909,47850196,"+","DHX30","GeneID:22907","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"335093",9606,"10",27504174,27542237,"+","NC_000010.11",27504174,27542237,"+","RAB18","GeneID:22931","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1487638",9606,"19",38878555,38899862,"-","NC_000019.10",38878555,38899862,"-","SIRT2","GeneID:22933","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"556455",9606,"11",70467856,71252724,"-","NC_000011.10",70467856,71252724,"-","SHANK2","GeneID:22941","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"318112",9606,"10",7750962,7788027,"-","NC_000010.11",7750962,7788027,"-","KIN","GeneID:22944","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1493899",9606,"19",40890826,40900508,"+","NC_000019.10",40890826,40900508,"+","CYP2G1P","GeneID:22952","GENE","GRCh38.p7-Primary Assembly","-",""
"83573",9606,"1",41027199,41242155,"-","NC_000001.11",41027199,41242155,"-","SCMH1","GeneID:22955","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2067522",9606,"3",49152859,49154401,"-","NC_000003.12",49152859,49154401,"-","LAMB2P1","GeneID:22973","GENE","GRCh38.p7-Primary Assembly","-",""
"548231",9606,"11",67119210,67258082,"+","NC_000011.10",67119210,67258082,"+","KDM2A","GeneID:22992","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"969704",9606,"15",41774434,41827855,"+","NC_000015.10",41774434,41827855,"+","MAPKBP1","GeneID:23005","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"961358",9606,"15",34379068,34437466,"-","NC_000015.10",34379068,34437466,"-","GOLGA8A","GeneID:23015","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2052717",9606,"3",44975291,45012668,"+","NC_000003.12",44975291,45012668,"+","EXOSC7","GeneID:23016","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1140994",9606,"16",58519946,58629886,"-","NC_000016.10",58519946,58629886,"-","CNOT1","GeneID:23019","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2145346",9606,"3",129647792,129893605,"-","NC_000003.12",129647792,129893605,"-","TMCC1","GeneID:23023","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"296261",9606,"1",235131183,235161616,"-","NC_000001.11",235131183,235161616,"-","RBM34","GeneID:23029","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2177621",9606,"3",171058414,171460408,"-","NC_000003.12",171058414,171460408,"-","TNIK","GeneID:23043","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2916390",9606,"9",6720863,7175648,"+","NC_000009.12",6720863,7175648,"+","KDM4C","GeneID:23081","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"624408",9606,"12",990010,1495933,"+","NC_000012.12",990010,1495933,"+","ERC1","GeneID:23085","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1225066",9606,"17",18665923,18673181,"-","NC_000017.11",18665923,18673181,"-","FOXO3B","GeneID:2310","GENE","GRCh38.p7-Primary Assembly","-",""
"876188",9606,"14",44962190,45074431,"+","NC_000014.9",44962190,45074431,"+","FAM179B","GeneID:23116","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2598141",9606,"6",149217924,149411613,"+","NC_000006.12",149217924,149411613,"+","TAB2","GeneID:23118","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2887043",9606,"8",131904088,132013642,"+","NC_000008.11",131904088,132013642,"+","EFR3A","GeneID:23167","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1627607",9606,"2",65056361,65087008,"+","NC_000002.12",65056361,65087008,"+","CEP68","GeneID:23177","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1032457",9606,"15",80947326,80989878,"-","NC_000015.10",80947326,80989878,"-","MESDC2","GeneID:23184","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2850623",9606,"8",69466624,69660912,"+","NC_000008.11",69466624,69660912,"+","SULF1","GeneID:23213","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1418042",9606,"19",3804024,3869029,"-","NC_000019.10",3804024,3869029,"-","ZFR2","GeneID:23217","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"277193",9606,"1",224114087,224162047,"+","NC_000001.11",224114087,224162047,"+","FBXO28","GeneID:23219","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"795625",9606,"13",28003274,28100592,"-","NC_000013.11",28003274,28100592,"-","FLT3","GeneID:2322","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1635074",9606,"2",72175984,72826042,"-","NC_000002.12",72175984,72826042,"-","EXOC6B","GeneID:23233","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"16738",9606,"1",6785324,7769706,"+","NC_000001.11",6785324,7769706,"+","CAMTA1","GeneID:23261","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
